dormir,Acc_baja_corr,Si,
nadar,Acc_alta_corr,Si,
pintar,Acc_alta_corr,Si,
gotear,Acc_baja_incorr,No,LEER
caminar,Acc_alta_incorr,No,FIRMAR
rezar,Acc_baja_corr,Si,
pellizcar,Acc_baja_incorr,No,ESCALAR
comer,Acc_alta_corr,Si,
pesarse,Acc_baja_corr,Si,
bailar,Acc_alta_incorr,No,AMASAR
señalar,Acc_baja_corr,Si,
arrollidarse,Acc_baja_corr,Si,
sonreir,Acc_baja_incorr,No,SALTAR
deslizarse,Acc_alta_corr,Si,
escribir,Acc_alta_corr,Si,
besar,Acc_baja_corr,Si,
cortar,Acc_alta_incorr,No,MORDER
cavar,Acc_alta_corr,Si,
correr,Acc_alta_incorr,No,DORMIR
bostezar,Acc_baja_incorr,No,NADAR
tejer,Acc_alta_corr,Si,
columpiarse,Acc_alta_incorr,No,LAVAR
jugar,Acc_alta_incorr,No,PINCHAR
doblar,Acc_alta_corr,Si,
fumar,Acc_baja_corr,Si,
cocinar,Acc_alta_corr,Si,
marchar,Acc_alta_incorr,No,SILBAR
sentarse,Acc_baja_corr,Si,
pedir,Acc_baja_corr,Si,
taladrar,Acc_alta_incorr,No,MARTILLAR
llorar,Acc_baja_incorr,No,ROMPER
patinar,Acc_alta_incorr,No,CORRER
recostarse,Acc_baja_corr,Si,
pescar,Acc_baja_incorr,No,PINTAR
empujar,Acc_alta_incorr,No,CORTAR
sangrar,Acc_baja_incorr,No,CAVAR
saltar,Acc_alta_corr,Si,
flotar,Acc_baja_incorr,No,FROTAR
tocar,Acc_baja_incorr,No,PEINAR
leer,Acc_baja_incorr,No,CORRER
