9;asco
3;sorpresa
7;tristeza
1;tristeza
3;alegria
8;asco
9;tristeza
5;sorpresa
8;ira
2;ira
10;sorpresa
5;asco
9;miedo
2;sorpresa
8;alegria
1;sorpresa
1;ira
7;sorpresa
3;ira
1;asco
10;tristeza
2;tristeza
10;miedo
7;asco
2;alegria
9;ira
5;tristeza
10;alegria
5;alegria
5;miedo
2;miedo
7;alegria
10;asco
1;miedo
7;miedo
3;miedo
8;tristeza
9;alegria
2;asco
3;asco
9;sorpresa
5;ira
8;sorpresa
10;ira
3;tristeza
1;alegria
7;ira
8;miedo
