7;sorpresa
8;ira
2;asco
8;asco
9;sorpresa
3;sorpresa
1;miedo
9;miedo
3;alegria
7;ira
5;miedo
3;asco
2;miedo
9;alegria
1;asco
2;sorpresa
10;tristeza
1;sorpresa
10;miedo
1;ira
10;ira
1;tristeza
8;miedo
2;alegria
7;miedo
2;ira
8;alegria
5;alegria
9;ira
7;tristeza
5;sorpresa
8;tristeza
10;sorpresa
5;tristeza
9;tristeza
10;asco
1;alegria
3;tristeza
10;alegria
2;tristeza
7;asco
3;ira
8;sorpresa
3;miedo
7;alegria
5;ira
9;asco
5;asco
